RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,FrutPerBranch,NumbBranch,AvrgSeeds,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto,
21048507,210485,2007,SecCan,NA,SC01,RIC,4,2,A,400,878,Mimosa acantholoba,3.95,6.9,1,,,,,,,,,,5.5,5.16,3.41,10.6,5.4,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,10.6,1626795215845,0.406698804,138195519239,3454887980969,25,0,0,3,,,
21046107,210461,2007,SecCan,NA,SC01,RIC,4,2,A,400,877,Mimosa acantholoba,3.55,7,1,,,,,,2004,,,,3.4,2,2.42,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,273397100679,0.068349275,38013271108,950331777711,25,0,0,1,,,
21044707,210447,2007,SecCan,NA,SC01,RIC,4,2,A,400,880,Mimosa acantholoba,0.55,8.3,1,,,,,,,,,,4.7,2.4,2.62,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,30190705401,0.075476764,49385836514,1234645912861,25,0,0,1,,,
21043007,210430,2007,SecCan,NA,SC01,RIC,4,3,B,400,46,Mimosa acantholoba,0.56,10.05,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21042307,210423,2007,SecCan,NA,SC01,RIC,4,3,B,400,45,Mimosa acantholoba,0.05,10.15,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21041607,210416,2007,SecCan,NA,SC01,RIC,4,3,B,200,47,Mimosa acantholoba,2,10.15,1,,,,,,,2011,,,3.8,3.8,3.1,4.5,3.6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.5,33151656477,0.165758282,92519903648,4625995182411,50,0,0,4,,,
21040907,210409,2007,SecCan,NA,SC01,RIC,4,3,B,400,874,Mimosa acantholoba,4.85,10.57,1,,,,,,,,,,4.1,7.14,5.22,7.2,6.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,8.1,121469679951,0.3036742,292724178684,7318104467088,25,0,0,3,,,
21037907,210379,2007,SecCan,NA,SC01,RIC,4,3,B,400,44,Mimosa acantholoba,1.1,12.35,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21036207,210362,2007,SecCan,NA,SC01,RIC,4,3,B,400,43,Mimosa acantholoba,0.68,12.4,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21034807,210348,2007,SecCan,NA,SC01,RIC,4,3,B,400,39,Mimosa acantholoba,3.4,12.55,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21033107,210331,2007,SecCan,NA,SC01,RIC,4,3,B,200,38,Mimosa acantholoba,4.15,12.65,1,,,,,,,2010,,,3.8,2.6,2.4,3.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,4.9,268998870964,0.134499436,49008845396,24504422698,50,0,0,2,,,
21032407,210324,2007,SecCan,NA,SC01,RIC,4,3,B,200,40,Mimosa acantholoba,2.54,12.9,1,,,,,,,2012,,,4.25,3,1.74,4.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4.2,240331838,0.120165919,40997784129,2049889206467,50,0,0,2,,,
21031707,210317,2007,SecCan,NA,SC01,RIC,4,3,B,200,869,Mimosa acantholoba,0.4,13.4,1,,,,,,,,,,3.95,2.3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,70685834706,0.035342917,36128315516,1806415775814,50,0,0,1,,,
21027007,210270,2007,SecCan,NA,SC01,RIC,4,3,B,400,41,Mimosa acantholoba,1.35,13.95,1,,,,,,,2010,,,4.2,3.84,2.78,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,246300864041,0.061575216,83842824739,2096070618475,25,0,0,1,,,
21026307,210263,2007,SecCan,NA,SC01,RIC,4,3,B,400,34,Mimosa acantholoba,4.47,14.75,1,,,,,,,2014,,,7.25,5.1,2.6,8.3,7.6,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,8.3,1085498801632,0.2713747,104143796467,2603594911663,25,0,0,3,,,
21024907,210249,2007,SecCan,NA,SC01,RIC,4,4,C,200,16,Mimosa acantholoba,1.1,15.2,1,,,,,,,2010,,,3.25,3.62,1.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,96211275016,0.048105638,54019685678,2700984283924,50,0,0,1,,,
21018807,210188,2007,SecCan,NA,SC01,RIC,4,4,C,400,865,Mimosa acantholoba,1.35,16.17,1,,,,,,,,,,4.55,5.4,4.26,6.1,6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.1,812572939851,0.203143235,180672993508,4516824837699,25,0,0,3,mismo que 17,,
21015707,210157,2007,SecCan,NA,SC01,RIC,4,4,C,400,862,Mimosa acantholoba,2.85,16.5,1,,,,,,,,,,4.65,3.83,2.45,2.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,6.1,337485590812,0.084371398,73697836662,184244591656,25,0,0,2,,,
21014007,210140,2007,SecCan,NA,SC01,RIC,4,4,C,200,7,Mimosa acantholoba,3,16.5,1,,,,,,,2014,,,3.1,2.92,1.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,96211275016,0.048105638,34400439557,172002197784,50,0,0,1,,,
21013307,210133,2007,SecCan,NA,SC01,RIC,4,4,C,400,4,Mimosa acantholoba,3.4,16.5,1,,,,,,,2009,,,4.85,2.92,4.25,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,331830724035,0.082957681,97467912078,2436697801941,25,0,0,1,,,
21012607,210126,2007,SecCan,NA,SC01,RIC,4,4,C,400,864,Mimosa acantholoba,2.5,17.5,1,,,,,,,,,,4.55,4.2,3.43,7.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,7.3,557082917298,0.139270729,113144459419,2828611485476,25,0,0,2,,,
21008907,210089,2007,SecCan,NA,SC01,RIC,4,4,C,400,12,Mimosa acantholoba,0.4,18.1,1,,,,,,,2009,,,3.15,3.8,3.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,212371663383,0.053092916,92519903648,2312997591205,25,0,0,1,,,
21007207,210072,2007,SecCan,NA,SC01,RIC,4,4,C,400,9,Mimosa acantholoba,2.3,18.2,1,,,,,,,2010,,,3.7,4.23,3.29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,282743338823,0.070685835,109301506206,2732537655138,25,0,0,1,,,
21005807,210058,2007,SecCan,NA,SC01,RIC,4,4,C,400,855,Mimosa acantholoba,1,18.7,1,,,,,,,,,,6.2,3.3,3.15,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,453645979178,0.113411495,81642139085,2041053477129,25,0,0,1,,,
21002707,210027,2007,SecCan,NA,SC01,RIC,4,4,C,400,852,Mimosa acantholoba,4.2,19.5,1,,,,,,,,2016,,4.65,4.25,2.93,6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.1,574989995423,0.143747499,97801706297,2445042657427,25,0,0,2,,,
21001007,210010,2007,SecCan,NA,SC01,RIC,4,4,C,400,851,Mimosa acantholoba,5,19.5,1,,,,,,,,,,6.3,6.64,7.28,8.5,8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.5,1637555170684,0.409388793,379655189001,9491379725025,25,0,0,3,,,
21700207,217002,2007,SecCan,NA,SC05,SEL,1,1,A,400,57,Lysiloma divaricatum,1.4,2,1,,,,,,,,,,5.05,4.92,6.1,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.3,418538681275,0.10463467,235713696799,5892842419971,25,0,0,1,,,
21697507,216975,2007,SecCan,NA,SC05,SEL,1,1,A,400,74,Lysiloma divaricatum,1.45,2.85,1,,,,,,2004,2008,,,5.55,1.04,1.37,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.3,220618344098,0.055154586,11190353032,279758825802,25,0,0,1,,,
21696807,216968,2007,SecCan,NA,SC05,SEL,1,1,A,400,56,Lysiloma divaricatum,3.75,3.5,1,,,,,,,,,,7.87,7.4,6.55,9.9,10.8,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,16.3,3772581538063,0.943145385,380682489799,9517062244969,25,0,0,3,,,
21695107,216951,2007,SecCan,NA,SC05,SEL,1,1,A,400,55,Lysiloma divaricatum,3.6,4.1,1,,,,,,,,,,7.4,5.53,3.2,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.1,801184666482,0.200296167,138984058995,347460147487,25,0,0,1,,,
21692007,216920,2007,SecCan,NA,SC05,SEL,1,2,C,400,53,Lysiloma divaricatum,3.5,5.2,1,,,,,,,,,,6.6,2.63,2.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.7,255175863288,0.063793966,43377540564,1084438514111,25,0,0,1,,,
21691307,216913,2007,SecCan,NA,SC05,SEL,1,2,C,100,52,Lysiloma divaricatum,0,5.25,1,,,,,,,2009,,,3.22,1.7,2.36,1.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.4,7359180791,0.073591808,31510174316,3151017431551,100,0,0,2,,,
21689007,216890,2007,SecCan,NA,SC05,SEL,1,2,C,400,49,Lysiloma divaricatum,0.35,5.5,1,,,,,,,,,,5.9,4.2,6.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,1112202339187,0.278050585,227608387753,5690209693815,25,0,0,1,,,
21687607,216876,2007,SecCan,NA,SC05,SEL,1,2,C,400,48,Lysiloma divaricatum,1.1,6.25,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21679107,216791,2007,SecCan,NA,SC05,SEL,1,2,C,400,39,Lysiloma divaricatum,2.5,8.5,1,,,,,,,,,,6.6,4.2,3.05,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,12.1,114990145103,0.287475363,100609504731,251523761828,25,0,0,1,,,
21678407,216784,2007,SecCan,NA,SC05,SEL,1,2,C,200,45,Lysiloma divaricatum,0.4,8.9,1,,,,,,,2013,,,3,2.56,2.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,70685834706,0.035342917,43228314913,216141574567,50,0,0,1,,,
21675307,216753,2007,SecCan,NA,SC05,SEL,1,2,C,400,38,Lysiloma divaricatum,0.65,9.8,1,,,,,,,,,,7.05,3.82,7.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,785398163397,0.196349541,231017015782,5775425394543,25,0,0,1,,,
21674607,216746,2007,SecCan,NA,SC05,SEL,1,2,C,200,41,Lysiloma divaricatum,3.65,9.8,1,,,,,,,2011,,,3.1,3.95,2.72,3.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.5,23451989159,0.117259946,84383178675,4219158933771,50,0,0,2,,,
21671507,216715,2007,SecCan,NA,SC05,SEL,1,3,A,400,13,Lysiloma divaricatum,1.8,11.8,1,,,,,,,,,,6.65,7.8,7.25,25.4,5.8,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,25.4,6197184208288,15492960521,444142661401,11103566535031,25,0,0,3,,,
21670807,216708,2007,SecCan,NA,SC05,SEL,1,3,A,400,10,Lysiloma divaricatum,1.9,12,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21669207,216692,2007,SecCan,NA,SC05,SEL,1,3,A,400,11,Lysiloma divaricatum,4.15,14.4,1,,,,,,,,,,6.3,5.83,4.52,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,15.3,1838538560697,0.45963464,206964982426,5174124560646,25,0,0,1,,,
21746007,217460,2007,SecCan,NA,SC05,SEL,2,1,A,400,164,Lysiloma divaricatum,3.3,0.6,1,,,,,,,,,,4.92,4.03,5.84,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,465662571078,0.116415643,184845028552,4621125713798,25,0,0,1,,,
21745307,217453,2007,SecCan,NA,SC05,SEL,2,1,A,400,162,Lysiloma divaricatum,0.4,1.2,1,,,,,,,,,,5.6,6.12,3.32,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,11.2,985203456166,0.246300864,159580340432,3989508510794,25,0,0,1,,,
21744607,217446,2007,SecCan,NA,SC05,SEL,2,1,A,400,160,Lysiloma divaricatum,0.8,2.75,1,,,,,,,,,,6.55,5.82,6.16,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,11.6,1056831768668,0.264207942,281574666356,7039366658899,25,0,0,1,,,
21737807,217378,2007,SecCan,NA,SC05,SEL,2,2,B,400,125,Lysiloma divaricatum,4.85,8.1,1,,,,,,,,,,6.8,7.23,4.64,13.1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,13.1,1915271961261,0.47881799,263479092671,6586977316782,25,0,0,2,,,
21736107,217361,2007,SecCan,NA,SC05,SEL,2,2,B,400,124,Lysiloma divaricatum,1,8.5,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21735407,217354,2007,SecCan,NA,SC05,SEL,2,2,B,200,130,Lysiloma divaricatum,2.7,8.8,1,,,,,,,2008,,,4.35,3.6,2.73,4.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.3,283764356435,0.141882178,77188931499,3859446574935,50,0,0,2,,,
21723107,217231,2007,SecCan,NA,SC05,SEL,2,3,C,200,113,Lysiloma divaricatum,4.3,13,1,,,,,,,2008,,,3.25,1.5,1.2,4.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.2,1562156947,0.078107847,14137166941,706858347058,50,0,0,2,,,
21715607,217156,2007,SecCan,NA,SC05,SEL,2,3,C,200,110,Lysiloma divaricatum,4.3,14.25,1,,,,,,,,,,3.68,3,3.84,3.5,3.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.5,176636046948,0.088318024,90477868423,4523893421169,50,0,0,3,,,
21711807,217118,2007,SecCan,NA,SC05,SEL,2,4,A,400,84,Lysiloma divaricatum,0.74,15.04,1,,,,,,,,,,6.5,7.3,7.24,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,25.5,5107051557492,12767628894,415098637319,10377465932971,25,0,0,1,,,
21707107,217071,2007,SecCan,NA,SC05,SEL,2,4,A,400,82,Lysiloma divaricatum,0.75,17.1,1,,,,,,,,,,6.67,5.64,7.67,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,18.5,2688025214228,0.672006304,339753820708,8493845517694,25,0,0,1,,,
21789707,217897,2007,SecCan,NA,SC05,SEL,3,1,C,400,200,Mimosa acantholoba,0.26,1.8,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21771207,217712,2007,SecCan,NA,SC05,SEL,3,1,C,400,186,Mimosa acantholoba,1.46,4.99,1,,,,,,,2016,,,4.85,4.62,4.7,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.3,1002874914842,0.250718729,1705413572,4263533930003,25,0,0,1,,,
21768207,217682,2007,SecCan,NA,SC05,SEL,3,2,A,400,185,Lysiloma divaricatum,0.36,6.5,1,,,,,,,,,,4.75,3,3.65,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,264207942167,0.066051986,86001098892,2150027472301,25,0,0,1,,,
21760607,217606,2007,SecCan,NA,SC05,SEL,3,3,B,200,177,Mimosa acantholoba,3.45,13.56,1,,,,,,,2013,,,4.98,2.5,3.97,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.8,180955736847,0.090477868,77950767717,389753838586,50,0,0,1,,,
21759007,217590,2007,SecCan,NA,SC05,SEL,3,3,B,200,381,Mimosa acantholoba,0.3,13.6,1,,,,,,2005,2016,,,4.35,3.58,3.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,75476763502,0.037738382,101222115299,5061105764933,50,0,0,1,,,
21842907,218429,2007,SecCan,NA,SC05,SEL,4,1,C,400,285,Mimosa acantholoba,4.63,1.3,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21823807,218238,2007,SecCan,NA,SC05,SEL,4,2,A,400,274,Lysiloma divaricatum,2.5,7.42,1,,,,,,,,,,8.25,7.33,6.92,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,2835287369865,0.708821843,398382222809,9959555570227,25,0,0,1,,,
21822107,218221,2007,SecCan,NA,SC05,SEL,4,2,A,400,276,Lysiloma divaricatum,3.06,9.5,1,,,,,,,,,,4.45,5.5,4.92,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.8,608212337735,0.152053084,212528743015,5313218575384,25,0,0,1,,,
21821407,218214,2007,SecCan,NA,SC05,SEL,4,2,A,400,277,Lysiloma divaricatum,1.17,9.7,1,,,,,,,,,,7.82,5,7.12,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,1985565096885,0.496391274,279601746169,6990043654237,25,0,0,1,,,
21816007,218160,2007,SecCan,NA,SC05,SEL,4,3,B,200,388,Lysiloma divaricatum,0.24,10.5,1,,,,,,2005,,,,3.15,2.4,1.83,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,53092915846,0.026546458,34494687336,1724734366821,50,0,0,1,,,
21815307,218153,2007,SecCan,NA,SC05,SEL,4,3,B,200,248,Lysiloma divaricatum,3.72,11.12,1,,,,,,,,,,3.7,2.7,3.96,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,75476763502,0.037738382,8397477163,4198738581523,50,0,0,1,,,
21811507,218115,2007,SecCan,NA,SC05,SEL,4,3,B,400,244,Mimosa acantholoba,0.85,11.65,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21808507,218085,2007,SecCan,NA,SC05,SEL,4,3,B,400,245,Lysiloma divaricatum,4.12,12.06,1,,,,,,,,,,5.75,6,5.1,6.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,8.4,856083998103,0.214021,240331838,600829594999,25,0,0,2,,,
21804707,218047,2007,SecCan,NA,SC05,SEL,4,3,B,200,242,Lysiloma divaricatum,2.88,13.75,1,,,,,,,,,,3.1,2,1.87,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,6157521601,0.030787608,29373891311,1468694565553,50,0,0,1,,,
21798907,217989,2007,SecCan,NA,SC05,SEL,4,4,A,400,238,Lysiloma divaricatum,4.45,16.9,1,,,,,,,,,,5.2,3.42,2.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,229022104447,0.057255526,61779419533,1544485488321,25,0,0,1,,,
21795807,217958,2007,SecCan,NA,SC05,SEL,4,4,A,400,241,Mimosa acantholoba,2.2,17.82,1,,,,,,,2016,,,5.35,4.05,2.63,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,10.4,849486653531,0.212371663,83656685374,2091417134357,25,0,0,1,,,
21484107,214841,2007,SecCan,NA,SC03,SEP,1,1,A,400,182,Mimosa acantholoba,0.45,2.3,1,,,,,,,,,,6.3,3.14,3.54,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.8,363168110755,0.090792028,87301718251,2182542956265,25,0,0,1,,,
21487207,214872,2007,SecCan,NA,SC03,SEP,1,1,A,400,185,Mimosa acantholoba,4.13,3.1,1,,,,,,,,,,7.15,4.5,5.16,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,12.1,114990145103,0.287475363,182369453541,4559236338522,25,0,0,1,,,
21488907,214889,2007,SecCan,NA,SC03,SEP,1,1,A,400,184,Mimosa acantholoba,1.95,3.3,1,,,,,,,2013,,,6.6,2.95,3.15,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.7,255175863288,0.063793966,72983124334,1824578108343,25,0,0,1,,,
21489607,214896,2007,SecCan,NA,SC03,SEP,1,1,A,400,187,Mimosa acantholoba,4.4,3.5,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21498807,214988,2007,SecCan,NA,SC03,SEP,1,2,C,400,216,Mimosa acantholoba,4.34,6.3,1,,,,,,,,,,6.55,4.13,2.72,3.5,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,8.4,650388219109,0.162597055,88228488083,2205712202085,25,0,0,2,,,
21518307,215183,2007,SecCan,NA,SC03,SEP,1,3,A,400,224,Mimosa acantholoba,2.34,10.65,1,,,,,,,,,,4.75,2.2,1.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,264207942167,0.066051986,24190263433,604756585816,25,0,0,1,,,
21519007,215190,2007,SecCan,NA,SC03,SEP,1,3,A,400,279,Mimosa acantholoba,2.06,11.04,1,,,,,,2004,,,,5.45,1.74,2,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,246300864041,0.061575216,27331856086,683296402156,25,0,0,1,,,
21521307,215213,2007,SecCan,NA,SC03,SEP,1,3,A,400,225,Mimosa acantholoba,1.44,14.4,1,,,,,,,,,,5.1,2.1,4.22,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,554176944093,0.138544236,6960198524,1740049631007,25,0,0,1,,,
21526807,215268,2007,SecCan,NA,SC03,SEP,1,4,B,400,235,Mimosa acantholoba,2.82,16.3,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21527507,215275,2007,SecCan,NA,SC03,SEP,1,4,B,400,226,Mimosa acantholoba,2,16.7,1,,,,,,,2010,,,5.25,4.1,3.42,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.5,1038689071093,0.259672268,110128530472,275321326179,25,0,0,1,,,
21528207,215282,2007,SecCan,NA,SC03,SEP,1,4,B,400,231,Mimosa acantholoba,3.21,16.7,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
21529907,215299,2007,SecCan,NA,SC03,SEP,1,4,B,400,232,Mimosa acantholoba,2.5,17.35,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21450607,214506,2007,SecCan,NA,SC03,SEP,2,1,B,400,120,Mimosa acantholoba,4.45,3.6,1,,,,,,,,2010,2011,3.45,3.42,4.63,0,0,7.3,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.9,1351670239207,0.33791756,124364657581,3109116439533,25,0,0,4,,,
21454407,214544,2007,SecCan,NA,SC03,SEP,2,2,A,400,129,Mimosa acantholoba,3.03,5.95,1,,,,,,,,,,5.45,4.62,3.86,11.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,11.5,1480475538004,0.370118885,140061625275,3501540631875,25,0,0,2,,,
21457507,214575,2007,SecCan,NA,SC03,SEP,2,3,C,400,147,Mimosa acantholoba,1.82,10.6,1,,,,,,,2012,,,4.15,4.2,4.66,4.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,9.3,845481122897,0.211370281,15371812854,3842953213504,25,0,0,2,,,
21458207,214582,2007,SecCan,NA,SC03,SEP,2,3,C,400,138,Mimosa acantholoba,3.79,10.7,1,,,,,,,2010,2008,,4.6,3.3,5,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,769768739946,0.192442185,129590696961,3239767424014,25,0,0,1,,,
21460507,214605,2007,SecCan,NA,SC03,SEP,2,3,C,400,X032,Lysiloma divaricatum,2.83,11.25,1,,,,,,,,,,7.1,3.87,5.42,5.4,9.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,12.3,208201199135,0.520502998,164740406365,4118510159132,25,0,0,3,,,
21471107,214711,2007,SecCan,NA,SC03,SEP,2,3,C,400,143,Mimosa acantholoba,2.23,14.84,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21473507,214735,2007,SecCan,NA,SC03,SEP,2,4,A,400,316,Lysiloma divaricatum,1.72,15.64,1,,,,,,2005,,,,5.3,4.4,3.46,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,212371663383,0.053092916,119569016396,2989225409891,25,0,0,1,,,
21474207,214742,2007,SecCan,NA,SC03,SEP,2,4,A,400,150,Lysiloma divaricatum,2.97,16.3,1,,,,,,,,,,7.45,7.43,7.7,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,16.5,213824649985,0.534561625,449334143261,11233353581533,25,0,0,1,,,
21478007,214780,2007,SecCan,NA,SC03,SEP,2,4,A,400,151,Lysiloma divaricatum,4.17,19.55,1,,,,,,,,,,6.7,6.01,7.16,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,12.8,128679635091,0.321699088,337969396081,8449234902013,25,0,0,1,,,
21480307,214803,2007,SecCan,NA,SC03,SEP,2,4,A,400,152,Mimosa acantholoba,3.9,19.7,1,,,,,,,,,,6.25,2.6,2.44,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,352565235549,0.088141309,49825659486,1245641487148,25,0,0,1,,,
21415507,214155,2007,SecCan,NA,SC03,SEP,3,1,A,400,81,Mimosa acantholoba,2.8,3,1,,,,,,,2008,,,4.8,4.97,3.92,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.1,395919214169,0.098979804,153014411786,3825360294644,25,0,0,1,MEDIO_MUERTO,,
21418607,214186,2007,SecCan,NA,SC03,SEP,3,2,A,400,93,Mimosa acantholoba,0,7.35,1,,,,,,,2008,,,5.2,3.73,5,10.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,10.4,1181317377566,0.295329344,146476757474,3661918936841,25,0,0,2,,,
21422307,214223,2007,SecCan,NA,SC03,SEP,3,3,B,400,97,Mimosa acantholoba,3.45,11.35,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
